row_id,file_name,speaker,line_no,utterance_index_raw,prediction_status,labels_or_clean,n_labels,input,model_prediction,uncertainty_mean_token_logprob,uncertainty_min_token_logprob,uncertainty_mean_token_margin,uncertainty_min_token_margin,review_decision,notes,uncertainty_review_flag,uncertainty_review_rule
78,1060_5S1.cha,1060,39,10,CLEAN,CLEAN,0,so &-uh in my opinion &-uh <it shouldn't &~ish> [//] it shouldn't be banned (be)cause we needta watch tv an(d) that's all .,so &-uh in my opinion &-uh <it shouldn't &~ish> [//] it shouldn't be banned (be)cause we needta watch tv an(d) that's all .,-16.32593500773112,-30.40625762939453,7.192083333333334,0.375,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
79,1060_5S2.cha,1060,9,0,CLEAN,CLEAN,0,&-uh the topic is &-uh what are some of the risk of using the internet &~auk ah and how can I protect myself .,&-uh the topic is &-uh what are some of the risk of using the internet &~auk ah and how can I protect myself .,-16.481894632975262,-26.754497528076172,6.72875,0.3125,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
80,1060_5S2.cha,1060,12,1,CLEAN,CLEAN,0,&-uh whenever I access the internet &-uh there is a lot of &-uh like &-uh &~pop &~puh p(op) &-um announcement that &-uh could &-uh &-uh show you an advertisement of something that anybody &-uh &-uh be like to [/] to join this thing or buy the things .,&-uh whenever I access the internet &-uh there is a lot of &-uh like &-uh &~pop &~puh p(op) &-um announcement that &-uh could &-uh &-uh show you an advertisement of something that anybody &-uh &-uh be like to [/] to join this thing or buy the things .,-0.004921992455189562,-0.07217243313789368,8.071666666666667,3.0,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
81,1060_5S2.cha,1060,15,2,CLEAN,CLEAN,0,&-um internet has a_lot_of: viruses unless we [/] we protect our [/] &-uh our [/] our laptop from these mm viruses .,&-um internet has a_lot_of: viruses unless we [/] we protect our [/] &-uh our [/] our laptop from these mm viruses .,-14.805717872063031,-28.281261444091797,5.775652985074627,0.25,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
82,1060_5S2.cha,1060,18,3,CLEAN,CLEAN,0,or in general &-uh hackers the(y) are the most ah stronges(t) &-uh users .,or in general &-uh hackers the(y) are the most ah stronges(t) &-uh users .,-15.8282163392252,-28.984375,5.828824626865671,0.5625,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
83,1060_5S2.cha,1060,21,4,CLEAN,CLEAN,0,they can attack your laptop &-um &-uh &~z ah easily .,they can attack your laptop &-um &-uh &~z ah easily .,-16.511332191638093,-30.71875762939453,6.349813432835821,0.5,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
84,1060_5S2.cha,1060,24,5,TAGGED,[* m:03s:a],1,so [/] &-um so [//] &-uh &-uh okay so how could we eliminate this &~promb problem by &-uh using &-uh protect [/] protect ah &-um &-uh program which is virus [//] antivirus ah program that could protect your laptop from any &-uh viruses .,so [/] &-um so [//] &-uh &-uh okay so how could we eliminate this &~promb problem by &-uh using &-uh protect [/] protect [:: protects] [* m:03s:a] ah &-um &-uh program which is virus [//] antivirus ah program that could protect your laptop from any &-uh viruses .,-0.0256656429247242,-0.4770711064338684,7.396114864864865,1.25,,,MANUAL_REVIEW,TAGGED_MIN_MARGIN_LT_1.4375
85,1060_5S2.cha,1060,27,6,CLEAN,CLEAN,0,&-uh so &-uh also [/] &-um &-uh &-uh also &-uh <a_lot_of:> [/] &-uh &-uh a lot of &-uh &-uh &~di &-uh internet [/] &~pro &-uh internet &-uh adv(ert)isement diversity &-uh that [/] mm that has &-uh <a good> [/] &-uh <a good> [/] <a good> [/] &-uh a good thing and a bad thing .,&-uh so &-uh also [/] &-um &-uh &-uh also &-uh <a_lot_of:> [/] &-uh &-uh a lot of &-uh &-uh &~di &-uh internet [/] &~pro &-uh internet &-uh adv(ert)isement diversity &-uh that [/] mm that has &-uh <a good> [/] &-uh <a good> [/] <a good> [/] &-uh a good thing and a bad thing .,-0.00604240579562094,-0.11868787556886673,8.321820175438596,3.0,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
86,1060_5S2.cha,1060,30,7,NON_TAGGED_CHANGED,CLEAN,0,so we hafta be aware .,so we hafta be aware .,-16.814277556904575,-30.53125,6.625,0.0625,,,MANUAL_REVIEW,NON_TAGGED_MIN_MARGIN_LT_0.125
87,1061_4M1.cha,1061,9,0,CLEAN,CLEAN,0,the topic today is to talk about profession I like .,the topic today is to talk about profession I like .,-15.703385984688474,-32.50007247924805,6.03125,0.1875,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
88,1061_4M1.cha,1061,12,1,CLEAN,CLEAN,0,<I wanna be a:> [/] &~i I want to be a banker or work in the company <to make> [//] &-uh like ah to make a lot of money .,<I wanna be a:> [/] &~i I want to be a banker or work in the company <to make> [//] &-uh like ah to make a lot of money .,-15.818125411083823,-28.291475296020508,6.37280701754386,0.4375,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
89,1061_4M1.cha,1061,15,2,CLEAN,CLEAN,0,an:d I want to sit in the desk not to: walk <around the:> [//] around to like give &-uh this [//] &-uh that office paper or bring paper or something like that .,an:d I want to sit in the desk not to: walk <around the:> [//] around to like give &-uh this [//] &-uh that office paper or bring paper or something like that .,-0.011376245209629455,-0.13143838942050934,7.15843023255814,2.0,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
90,1061_4M1.cha,1061,18,3,CLEAN,CLEAN,0,I needta sit in a desk and work in a computer an(d) like the .,I needta sit in a desk and work in a computer an(d) like the .,-14.254834618679313,-28.4375,6.084302325581396,0.375,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
91,1061_4M1.cha,1061,21,4,CLEAN,CLEAN,0,and [/] &-uh and &-uh I want like to: make money around &-uh approximately &-uh three thousand dollar a month .,and [/] &-uh and &-uh I want like to: make money around &-uh approximately &-uh three thousand dollar a month .,-17.286593902942744,-27.171878814697266,6.997093023255814,0.1875,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
92,1061_4M1.cha,1061,24,5,CLEAN,CLEAN,0,and it should be like because my: &-uh major and bachelor it's &-uh finance .,and it should be like because my: &-uh major and bachelor it's &-uh finance .,-15.951695120611856,-28.437509536743164,6.835755813953488,1.125,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
93,1061_4M1.cha,1061,27,6,TAGGED,[* m:+3s:a],1,and I [/] I wonders if I can finish my bachelor and work in a good company in my country and make a lot of money &-uh to: like help my family [% 3 syllables] if they need anything .,and I [/] I wonders [:: wonder] [* m:+3s:a] if I can finish my bachelor and work in a good company in my country and make a lot of money &-uh to: like help my family [% 3 syllables] if they need anything .,-0.02135569721490861,-0.8379927277565002,8.18576388888889,0.125,,,MANUAL_REVIEW,TAGGED_MIN_MARGIN_LT_1.4375
94,1061_4M1.cha,1061,30,7,CLEAN,CLEAN,0,an:d I: enjoy in my life .,an:d I: enjoy in my life .,-15.572908442071144,-28.09376335144043,5.721409574468085,0.25,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
95,1061_4M1.cha,1061,33,8,CLEAN,CLEAN,0,I can buy anything I want .,I can buy anything I want .,-16.230142004946444,-30.21875,7.283909574468085,0.3125,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
96,1061_4M1.cha,1061,36,9,CLEAN,CLEAN,0,I'd like tha(t) .,I'd like tha(t) .,-16.401744771510998,-29.921886444091797,6.555851063829787,0.8125,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
97,1061_4M1.cha,1061,39,10,CLEAN,CLEAN,0,<and the:> [//] &-uh an(d) this time it's hard to find a good job with a good salary .,<and the:> [//] &-uh an(d) this time it's hard to find a good job with a good salary .,-0.00295366525477692,-0.03845251351594925,8.293981481481481,4.0,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
98,1061_4M1.cha,1061,42,11,CLEAN,CLEAN,0,but I hope so in the future I will find it .,but I hope so in the future I will find it .,-9.691933889700657,-29.859375,8.407407407407407,1.3125,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
99,1061_4M1.cha,1061,45,12,CLEAN,CLEAN,0,and I will be &~hap .,and I will be &~hap .,-17.11985559816714,-31.656251907348633,7.168981481481482,2.0,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
100,1061_4M2.cha,1061,9,0,CLEAN,CLEAN,0,the topic today is to talk about my ideal vacation spot .,the topic today is to talk about my ideal vacation spot .,-9.641972509832597,-28.046876907348633,7.659722222222222,0.9375,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
101,1061_4M2.cha,1061,12,1,CLEAN,CLEAN,0,if I have vacation I would like to go to California .,if I have vacation I would like to go to California .,-20.58689135313034,-29.781715393066406,9.52734375,3.625,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
102,1061_4M2.cha,1061,15,2,TAGGED,[* s:r:gc:det],1,because &-uh there is many place to &-uh visit there .,because &-uh there is many [:: a] [* s:r:gc:det] place to &-uh visit there .,-16.649844418401305,-22.50299072265625,6.4103260869565215,0.375,,,MANUAL_REVIEW,TAGGED_MIN_MARGIN_LT_1.4375
103,1061_4M2.cha,1061,18,3,CLEAN,CLEAN,0,and all my best friend &~a they are studying there .,and all my best friend &~a they are studying there .,-17.449296832084656,-24.78907012939453,7.6640625,2.9375,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
104,1061_4M2.cha,1061,21,4,CLEAN,CLEAN,0,and I can hang out with them to &-uh a lot of place .,and I can hang out with them to &-uh a lot of place .,-0.03619065409657196,-0.5130556225776672,7.04296875,0.625,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
105,1061_4M2.cha,1061,24,5,NON_TAGGED_CHANGED,CLEAN,0,I don't know about anything there .,I don't know about anything there .,-16.49843152364095,-29.59375,8.208333333333334,0.0625,,,MANUAL_REVIEW,NON_TAGGED_MIN_MARGIN_LT_0.125
106,1061_4M2.cha,1061,27,6,CLEAN,CLEAN,0,but they're told me there is a_lot place there to visit like the beach .,but they're told me there is a_lot place there to visit like the beach .,-18.04920851389567,-28.31266212463379,6.90625,0.3125,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
107,1061_4M2.cha,1061,30,7,CLEAN,CLEAN,0,I like the beach so much .,I like the beach so much .,-17.123585669199624,-26.19098663330078,8.0,0.3125,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
108,1061_4M2.cha,1061,33,8,TAGGED,[* s:r:prep],1,and ah even if you want to go outside &-uh California there is a_lot [/] &-uh a lot of places near from California .,and ah even if you want to go outside &-uh California there is a_lot [/] &-uh a lot of places near from [:: to] [* s:r:prep] California .,-0.045049263104866025,-0.91994309425354,7.033783783783784,0.125,,,MANUAL_REVIEW,TAGGED_MIN_MARGIN_LT_1.4375
109,1061_4M2.cha,1061,36,9,CLEAN,CLEAN,0,&~m &-uh but I: [//] if I want to go outside California there is &-uh Las_Vegas .,&~m &-uh but I: [//] if I want to go outside California there is &-uh Las_Vegas .,-0.014516892306413932,-0.13953767716884613,7.122685185185185,2.0,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
110,1061_4M2.cha,1061,39,10,NON_TAGGED_CHANGED,CLEAN,0,and inside California there is San_Francisco and San_Diego and long beach .,and inside California there is San_Francisco and San_Diego and long beach .,-20.710774068479186,-31.632823944091797,7.8217592592592595,0.0625,,,MANUAL_REVIEW,NON_TAGGED_MIN_MARGIN_LT_0.125
111,1061_4M2.cha,1061,42,11,CLEAN,CLEAN,0,but if I will go I will go to long beach there .,but if I will go I will go to long beach there .,-17.210426931028014,-29.359376907348633,8.06712962962963,0.9375,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
112,1061_4M2.cha,1061,45,12,CLEAN,CLEAN,0,because ah it's [//] &-uh I think it's <small city> [//] ah like small city .,because ah it's [//] &-uh I think it's <small city> [//] ah like small city .,-17.559322834014893,-24.9843807220459,7.164351851851852,1.375,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
113,1061_4M2.cha,1061,48,13,TAGGED,[* s:r:gc:det],1,but there is many place .,but there is many [:: a] [* s:r:gc:det] place .,-14.235549669007998,-23.984464645385742,4.4358108108108105,1.25,,,MANUAL_REVIEW,TAGGED_MIN_MARGIN_LT_1.4375
114,1061_4M2.cha,1061,51,14,TAGGED,[* m:03s:a],1,&~i &~i &~i &~i it's [//] ah like [//] and I think it cheaper than San_Diego .,&~i &~i &~i &~i it's [//] ah like [//] and I think it [:: is] [* m:03s:a] cheaper than San_Diego .,-0.06754563787605572,-1.1384282112121582,7.533783783783784,0.0,,,MANUAL_REVIEW,TAGGED_MIN_MARGIN_LT_1.4375
115,1061_4M2.cha,1061,54,15,CLEAN,CLEAN,0,if I will miss something from now: I'm going to talk about &-uh my home .,if I will miss something from now: I'm going to talk about &-uh my home .,-19.1241588751475,-32.28126907348633,7.79375,1.6875,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
116,1061_4M2.cha,1061,57,16,CLEAN,CLEAN,0,I miss a lot of things from my home .,I miss a lot of things from my home .,-16.724048328399657,-26.953125,6.494791666666667,0.5,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
117,1061_4M2.cha,1061,60,17,CLEAN,CLEAN,0,&~mus the really thing I miss ah is the food .,&~mus the really thing I miss ah is the food .,-0.0080155358367707,-0.04772143065929413,6.610576923076923,4.375,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
118,1061_4M2.cha,1061,63,18,CLEAN,CLEAN,0,the food is the: bes(t) thing .,the food is the: bes(t) thing .,-18.138371247511643,-26.421876907348633,8.110576923076923,3.75,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
119,1061_4M2.cha,1061,66,19,CLEAN,CLEAN,0,I miss it .,I miss it .,-18.731816878685585,-25.653934478759766,7.336538461538462,0.4375,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
120,1061_4M2.cha,1061,69,20,CLEAN,CLEAN,0,I really miss it .,I really miss it .,-11.67444578409777,-29.171876907348633,7.8125,1.1875,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
121,1061_4M3.cha,1061,9,0,CLEAN,CLEAN,0,the topic today is to talk about renting a [//] an apartment in Saudi Arabia .,the topic today is to talk about renting a [//] an apartment in Saudi Arabia .,-19.01374458312988,-28.3453426361084,7.7525,1.0,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
122,1061_4M3.cha,1061,12,1,CLEAN,CLEAN,0,renting apartment in Saudi Arabia it's kind of difficult .,renting apartment in Saudi Arabia it's kind of difficult .,-17.214129276275635,-28.718759536743164,7.3525,0.125,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
123,1061_4M3.cha,1061,15,2,CLEAN,CLEAN,0,and it's easy also .,and it's easy also .,-17.31057424545288,-28.12514305114746,7.7625,1.9375,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
124,1061_4M3.cha,1061,18,3,CLEAN,CLEAN,0,because like if you wanna renting [//] rent apartment we don't have to: put deposit to rent apartmen(t) .,because like if you wanna renting [//] rent apartment we don't have to: put deposit to rent apartmen(t) .,-0.021055036421894328,-0.2529488205909729,7.0125,2.0,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
125,1061_4M3.cha,1061,21,4,CLEAN,CLEAN,0,this is the good thing we have it .,this is the good thing we have it .,-15.665457916259765,-26.601566314697266,7.035714285714286,0.9375,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
126,1061_4M3.cha,1061,24,5,CLEAN,CLEAN,0,and if you want find an apartment you should like find the good &-uh place &-uh specific like the &-uh good area for you to rent the apartment .,and if you want find an apartment you should like find the good &-uh place &-uh specific like the &-uh good area for you to rent the apartment .,-0.011697965715159495,-0.2084987461566925,7.378571428571429,1.5,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
127,1061_4M3.cha,1061,27,6,CLEAN,CLEAN,0,and if you like want to: stay in Saudi Arabia for like monthly I prefer to take the apartment <with the:> [//] all set like with the furniture .,and if you like want to: stay in Saudi Arabia for like monthly I prefer to take the apartment <with the:> [//] all set like with the furniture .,-16.226702390398298,-27.7812557220459,7.163392857142857,0.75,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
128,1061_4M3.cha,1061,30,7,CLEAN,CLEAN,0,and everything is comple(t)e .,and everything is comple(t)e .,-16.627450452532088,-25.79071044921875,6.65,0.5,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
129,1061_4M3.cha,1061,33,8,CLEAN,CLEAN,0,but if you want to: stay for like one year I prefer to take an apartment it's empty .,but if you want to: stay for like one year I prefer to take an apartment it's empty .,-19.65511547088623,-28.96907615661621,8.8,3.5625,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
130,1061_4M3.cha,1061,36,9,CLEAN,CLEAN,0,and you'll buy the: furniture and everything .,and you'll buy the: furniture and everything .,-16.474911365509033,-27.136734008789062,7.7625,1.1875,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
131,1061_4M3.cha,1061,39,10,NON_TAGGED_CHANGED,CLEAN,0,and <you just have_to: like> [//] if you are foreign from the country you just hafta copy your passport .,and <you just have to: like> [//] if you are foreign from the country you just hafta copy your passport .,-0.07001779810874723,-0.6455944776535034,6.1575,0.125,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
132,1061_4M3.cha,1061,42,11,CLEAN,CLEAN,0,&~ha and [/] &-uh and you can get it .,&~ha and [/] &-uh and you can get it .,-16.896927642822266,-25.543092727661133,7.815,1.0625,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
133,1061_4M3.cha,1061,45,12,CLEAN,CLEAN,0,it's easy for anyone to take the .,it's easy for anyone to take the .,-15.6449368650263,-27.593765258789062,6.037878787878788,1.25,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
134,1061_4R1.cha,1061,9,0,CLEAN,CLEAN,0,I'm going to talk about the poverty in Africa .,I'm going to talk about the poverty in Africa .,-18.020998058897078,-29.875,7.668560606060606,0.25,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
135,1061_4R1.cha,1061,12,1,TAGGED,[* m:0ing],1,the previous five years my country Saudi Arabia they [/] &~ha &~m they had been contribute to them every month .,the previous five years my country Saudi Arabia they [/] &~ha &~m they had been contribute [:: contributing] [* m:0ing] to them every month .,-18.47167224884033,-28.546916961669922,7.932142857142857,3.25,,,AUTO_ACCEPT,TAGGED_MIN_MARGIN_GTE_1.4375
136,1061_4R1.cha,1061,15,2,CLEAN,CLEAN,0,like <they send> [/] &-um they [/] &-um they send &-um &~bi &-um beverages and food to them .,like <they send> [/] &-um they [/] &-um they send &-um &~bi &-um beverages and food to them .,-0.006886280637252529,-0.036121826618909836,7.371212121212121,3.5,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
137,1061_4R1.cha,1061,18,3,TAGGED,[* m:irr:en],1,and it's obvious that the [/] the poverty in Africa it's [/] it's [/] &~s it's <starting to> [//] like i(t) started to gone every month .,and it's obvious that the [/] the poverty in Africa it's [/] it's [/] &~s it's <starting to> [//] like i(t) started to gone [:: go] [* m:irr:en] every month .,-17.040794248945495,-28.3203125,8.329656862745098,1.9375,,,AUTO_ACCEPT,TAGGED_MIN_MARGIN_GTE_1.4375
138,1061_4R1.cha,1061,21,4,TAGGED,[* m:0ing],1,and the: [/] the government of Africa <they should> [//] &~th &-uh like they should &-uh cooperate with the people by build houses &~f &~f for the homeless .,and the: [/] the government of Africa <they should> [//] &~th &-uh like they should &-uh cooperate with the people by build [:: building] [* m:0ing] houses &~f &~f for the homeless .,-0.0039012403758183958,-0.04023275524377823,8.387620192307692,3.5,,,AUTO_ACCEPT,TAGGED_MIN_MARGIN_GTE_1.4375
